"Name","Location","Type","Data Type","EOL Comment"
"dpm_decrease_hold_time","400028f3","Data Label","uint8_t","Driver performance mode decrease hold time."
"dpm_increase_hold_time","400028f4","Data Label","uint8_t","Driver performance mode increase hold time."
"dpm_button_increase","4000304b","Data Label","bool","Driver performance mode button increase (boolean flag)."
"dpm_button_decrease","4000304d","Data Label","bool","Driver performance mode button decrease (boolean flag)."
"dpm_clip_target_base","400028cd","Data Label","u8_slip_1/8pct","Driver performance mode clip target base (% = val/8)."
"tc_slip_target_mode_state","400028cc","Data Label","undefined1",""
"CAL_dpm_slip_target_comp_pedal","40009a0e","Data Label","u8_slip_2pct[36]","Calibration: driver performance mode slip target compensation pedal (% = val*2; 36-element array)."
"CAL_dpm_slip_target_comp_pedal_X_carspeed","40009a02","Data Label","u8_speed_kph[6]","Calibration: X-axis (carspeed) for the driver performance mode slip target compensation pedal table (km/h; 6-element array)."
"CAL_dpm_slip_target_comp_pedal_Y_pps","40009a08","Data Label","u8_factor_1/255[6]","Calibration: Y-axis (pps) for the driver performance mode slip target compensation pedal table (val/255; 6-element array)."
"CAL_dpm_slip_target_base","4000d654","Data Label","u8_slip_1/8pct[16]","Calibration: driver performance mode slip target base (% = val/8; 16-element array)."
"CAL_dpm_slip_target_base_X_dpm_level","4000d644","Data Label","uint8_t[16]","Calibration: X-axis (dpm level) for the driver performance mode slip target base table (16-element array)."
"dpm_min_activation_speed","400028d2","Data Label","u8_speed_kph","Driver performance mode minimum activation speed (km/h)."
"CAL_dpm_min_engine_rpm","4000ccae","Data Label","u16_rspeed_rpm","Calibration: driver performance mode minimum engine RPM (RPM)."
"inj_flags","40001b4c","Data Label","undefined2",""
"dpm_torque_when_tc_activated","40001640","Data Label","u16_torque_nm","Driver performance mode torque when traction control activated (Nm)."
"dpm_torque_cut_total","400028ea","Data Label","u8_factor_1/255","Driver performance mode torque cut total (val/255)."
"CAL_dpm_torque_cut_factor","4000998a","Data Label","u16_factor_1/255[60]","Calibration: driver performance mode torque cut factor (val/255; 60-element array)."
"CAL_dpm_torque_cut_factor_X_carspeed","4000996a","Data Label","u16_speed_1/100kph[6]","Calibration: X-axis (carspeed) for the driver performance mode torque cut factor table (km/h = val/100; 6-element array)."
"CAL_dpm_torque_cut_factor_Y_slip","40009976","Data Label","u16_slip_1/8pct[10]","Calibration: Y-axis (slip) for the driver performance mode torque cut factor table (% = val/8; 10-element array)."
"dpm_torque_cut_factor","400028ee","Data Label","undefined1",""
"dpm_torque_cut_accumulated","400028eb","Data Label","u8_factor_1/255","Driver performance mode torque cut accumulated (val/255)."
"dpm_target_torque_reduced","4000163c","Data Label","u16_torque_nm","Driver performance mode target torque reduced (Nm)."
"torque_external_request_margin","40002694","Data Label","u16_torque_nm","Torque external request margin (Nm)."
"CAL_dpm_torque_margin_factor","4000ccc1","Data Label","u8_factor_1/255","Calibration: driver performance mode torque margin factor (val/255)."
"dpm_target_torque_upper_limit","4000163e","Data Label","u16_torque_nm","Driver performance mode target torque upper limit (Nm)."
"abs_esp_flags","40002686","Data Label","undefined1",""
"tc_inhibit_flags","400028da","Data Label","undefined1",""
"tc_enable_condition_1","4000281c","Data Label","bool","Traction control enable condition 1 (boolean flag)."
"tc_enable_condition_2","4000281d","Data Label","bool","Traction control enable condition 2 (boolean flag)."
"ignition_on_flags","40001852","Data Label","undefined2",""
"CAL_dpm_lr_diff_threshold","4000ccb0","Data Label","u16_speed_1/100kph","Calibration: driver performance mode lr diff threshold (km/h = val/100)."
"dpm_direct_mode_on_delay","400028d4","Data Label","u16_time_5ms","Driver performance mode direct mode on delay (ms = val*5)."
"dpm_direct_mode_off_delay","400028d6","Data Label","u16_time_5ms","Driver performance mode direct mode off delay (ms = val*5)."
"LEA_base","400030e8","Data Label","char[32]","T6-EVORA--F430-V000E - Learned data#World#Lotus#Evora GT#2012-2022#MT#48kb#MPC5534#CRP#0x0#T6-EVORA--F430-V000E"
"ign_adv_scheduled_angle","40003078","Data Label","u32_angle_1/10deg[6]","Ignition adv scheduled angle (° = val/10; 6-element array)."
"ign_angle_scheduled","400030b4","Data Label","u16_angle_1/10deg[6]","Ignition angle scheduled (° = val/10; 6-element array)."
"ign_volt_comp_angle_per_cyl","40003090","Data Label","u32_angle_1/10deg[6]","Ignition volt compensation angle per cyl (° = val/10; 6-element array)."
"eTPU_crank_angle_speed_scaling","400017e8","Data Label","undefined4",""
"ign_retard_recovery_step","4000148e","Data Label","u8_angle_1/4-32deg","Ignition retard recovery step (° = val/4−32)."
"ign_comp_startup","4000191c","Data Label","i8_angle_1/4deg","Ignition compensation startup (° = val/4)."
"ign_maf_accum_trim_startup","4000191a","Data Label","i16_angle_1/4deg","Ignition MAF accum trim startup (° = val/4)."
"ign_tps_comp","40001933","Data Label","undefined1",""
"ign_adv_tps_comp2","40001934","Data Label","undefined1",""
"ign_adv_coolant_comp","40001918","Data Label","i16_angle_1/4deg","Ignition adv coolant compensation (° = val/4)."
"vvt_intake_mode_flags","4000241e","Data Label","undefined1",""
"vvt_error_scale","4000241c","Data Label","undefined1",""
"ign_temp_engine_air_comp","40001482","Data Label","i16_angle_1/4deg","Ignition temperature engine air compensation (° = val/4)."
"ign_comp_rpm","40001484","Data Label","i16_angle_1/4deg","Ignition compensation RPM (° = val/4)."
"ign_rpm_and_coolant_comp","40001480","Data Label","undefined2",""
"tps_rate_filtered_for_ign_comp","40001940","Data Label","undefined2",""
"ign_comp_tps_rate","40001920","Data Label","i8_angle_1/4deg","Ignition compensation throttle position rate (° = val/4)."
"ign_comp_manifold_temp_load_multiplier","4000148a","Data Label","undefined1",""
"ign_comp_iat","40001922","Data Label","i16_angle_1/4deg","Ignition compensation intake air temp (° = val/4)."
"ign_operating_state_flags","4000191e","Data Label","undefined2",""
"ign_adv_target1","40001900","Data Label","i16_angle_1/4deg","Ignition adv target1 (° = val/4)."
"ign_base","40001902","Data Label","i16_angle_1/4deg","Ignition base (° = val/4)."
"ign_adv_limit","4000148c","Data Label","undefined2",""
"obd_ii_idle_speed_error","40001dba","Data Label","undefined2",""
"ign_comp_idle_speed1","40001914","Data Label","i16_angle_1/4deg","Ignition compensation idle speed1 (° = val/4)."
"ign_comp_idle_speed2","40001938","Data Label","undefined2",""
"idle_speed_error_tps_compensated","40001db8","Data Label","undefined2",""
"ign_comp_idle_error3","40001916","Data Label","i16_angle_1/4deg","Ignition compensation idle error3 (° = val/4)."
"idle_comp_high_rpm_transient","40001df8","Data Label","u16_rspeed_rpm","Idle compensation high RPM transient (RPM)."
"ign_comp_transient_total","40001936","Data Label","i16_angle_1/4deg","Ignition compensation transient total (° = val/4)."
"ign_idle_comp_recovery_timer_5ms","4000193e","Data Label","undefined1",""
"rpm_or_roughness_measure_unknown","4000175c","Data Label","undefined4",""
"ign_adv_min","40001910","Data Label","i16_angle_1/4deg","Ignition adv minimum (° = val/4)."
"ign_target_update_inhibit_timer_5ms","4000193c","Data Label","undefined2",""
"ign_timer_unknown3","40001930","Data Label","undefined2",""
"engine_operating_state_flags","40001db0","Data Label","undefined2",""
"ign_adv_target","40001908","Data Label","i16_angle_1/4deg","Ignition adv target (° = val/4)."
"ign_comp_rpm_accel","4000190c","Data Label","i16_angle_1/4deg","Ignition compensation RPM accelerator (° = val/4)."
"ign_comp_torque_reduction","40002662","Data Label","undefined2",""
"ign_adv_coldstart_comp","40001932","Data Label","undefined1",""
"ign_adv_target2","40001906","Data Label","undefined2",""
"roughness_flags","40001ab8","Data Label","undefined2",""
"ign_adv_from_roughness_detection","40001aba","Data Label","undefined2",""
"__ign_comp_roughness_detection","40001912","Data Label","undefined2",""
"ign_adv_with_knock_retard","40003068","Data Label","i16_angle_1/4deg[6]","Ignition adv with knock retard (° = val/4; 6-element array)."
"LEA_ign_knock_retard","40001e30","Data Label","u8_angle_1/4deg[6]","Learned/adaptive value: ignition knock retard (° = val/4; 6-element array)."
"ign_retard_knock","40001e38","Data Label","u8_angle_1/4deg[6]","Ignition retard knock (° = val/4; 6-element array)."
"ign_adv_with_torque_retard","4000305c","Data Label","i16_angle_1/4deg[6]","Ignition adv with torque retard (° = val/4; 6-element array)."
"ign_target_reduced_target","40003050","Data Label","i16_angle_1/4deg[6]","Ignition target reduced target (° = val/4; 6-element array)."
"obd_ii_ign_adv_per_cylinder","40001924","Data Label","i16_angle_1/4deg[6]","OBD-II: ignition adv per cylinder (° = val/4; 6-element array)."
"knock_sensitivity","40001509","Data Label","u8_factor_1/255","Knock sensitivity (val/255)."
"knock_peak_threshold","4000150a","Data Label","uint8_t","Knock peak threshold."
"tps_delta_rate","400016ae","Data Label","undefined2",""
"knock_flags","40001e40","Data Label","undefined1",""
"knock_count_per_cyl","40001e5c","Data Label","uint8_t[6]","Knock count per cyl (6-element array)."
"inj_comp_air_temp","400019c0","Data Label","u8_factor_1/100","Injector compensation air temperature (val/100)."
"ve_for_speed_density","40001bec","Data Label","u16_factor_1/10000","VE for speed density (val/10000)."
"load_from_speed_density","40001bb4","Data Label","u32_load_mg/stroke","Load from speed density (mg/stroke)."
"engine_speed_period_adj","40001be0","Data Label","u16_time_us","Engine speed period adj (µs)."
"engine_mass_flow_rate_from_map","40001b8e","Data Label","u16_flow_100mg/s","Engine mass flow rate from MAP (mg/s = val*100)."
"obd_ii_maf_flow","40001b8a","Data Label","u16_flow_10mg/s","OBD-II: MAF flow (mg/s = val*10)."
"maf_flow_2","40001be2","Data Label","u16_flow_10mg/s","MAF flow 2 (mg/s = val*10)."
"sensor_adc_maf2","40001ba0","Data Label","u16_voltage_5/1023v","Sensor ADC maf2 (V = val*5/1023)."
"sensor_adc_maf1","40001b88","Data Label","u16_voltage_5/1023v","Sensor ADC maf1 (V = val*5/1023)."
"maf_flow_difference","40001bb8","Data Label","u16_flow_10mg/s","MAF flow difference (mg/s = val*10)."
"manifold_pressure_calculated","40001b94","Data Label","u16_pressure_mbar","Manifold pressure calculated (mbar)."
"vacuum_mbar","40001bf0","Data Label","u16_pressure_mbar","Vacuum mbar (mbar)."
"manifold_pressure_ratio_mbar","40001bee","Data Label","u16_pressure_mbar","Manifold pressure ratio mbar (mbar)."
"learned_load_alphaN_from_rpm_tps","40001bce","Data Label","undefined2",""
"load_selection_tps_threshold","40001bd7","Data Label","undefined1",""
"load_alphaN_calc","40001bc8","Data Label","u16_load_1173mg/255stroke","Load alphaN calculated (mg/stroke = val*1173)."
"engine_is_running","40001760","Data Label","bool","Engine is running (boolean flag)."
"air_density_ambient_ratio_1/20000","40001460","Data Label","uint16_t","Air density ambient ratio 1/20000."
"air_density_manifold_ratio_1/20000","4000145e","Data Label","uint16_t","Air density manifold ratio 1/20000."
"load_computed_alphaN","40001bbc","Data Label","u32_load_mg/stroke","Load computed alphaN (mg/stroke)."
"load_alphaN_expected","40001bc0","Data Label","undefined4",""
"engine_speeed_period_avg","40001774","Data Label","undefined2",""
"load_mass_per_time","40001b90","Data Label","undefined2",""
"airflow_rate_expected_alphaN","40001b92","Data Label","undefined2",""
"load_measured_maf","40001bb0","Data Label","u32_load_mg/stroke","Load measured MAF (mg/stroke)."
"load_u8_tmp","40001be5","Data Label","undefined1",""
"load_to_tps_mapping","40001bca","Data Label","u16_factor_1/1023","Load to throttle position mapping (val/1023)."
"tps_idle_baseline_learned?","40001bc4","Data Label","undefined4",""
"load_comp_idle","40002170","Data Label","u16_load_mg/stroke","Load compensation idle (mg/stroke)."
"load_maf_vs_alphaN_difference","40001bac","Data Label","u16_load_mg/stroke","Load MAF vs alphaN difference (mg/stroke)."
"load_ref_charge","40001be4","Data Label","undefined1",""
"load_limit_from_torque_limit","40002696","Data Label","u16_load_mg/stroke","Load limit from torque limit (mg/stroke)."
"obd_ii_load_abs","40001bdc","Data Label","u16_factor_1/255","OBD-II: load ABS (val/255)."
"load_baro_gain","40001ba8","Data Label","undefined2",""
"_ve_for_map_synthesis","40001baa","Data Label","undefined2",""
"obd_ii_mode01_supported_pids_0_20","400025c8","Data Label","byte[4]","OBD-II: mode01 supported pids 0 20 (4-element array)."
"obd_MIL_and_DTC","400025e8","Data Label","undefined1",""
"obd_ii_common_tests_complete","4000ca5a","Data Label","undefined1",""
"obd_ii_common_test_available","4000ca5b","Data Label","undefined1",""
"obd_ii_engine_tests_completeness","40004949","Data Label","undefined1",""
"obd_ii_request","40007d40","Data Label","byte[8]","OBD-II: request (8-element array)."
"obd_ii_DTC_causing_FF","400048ee","Data Label","undefined2",""
"cl_status_bank1","40001d10","Data Label","uint16_t","Closed-loop status bank1."
"obd_ii_stft_bank1","400014ca","Data Label","u8_percent_100/128-100","OBD-II: short-term fuel trim bank1 (% = val*100/128−100)."
"obd_ii_engine_coolant_temp","40001c6d","Data Label","u8_temp_-40c","OBD-II: engine coolant temperature (°C = val−40)."
"obd_ii_ltft_bank2","400014cd","Data Label","u8_percent_100/128-100","OBD-II: long-term fuel trim bank2 (% = val*100/128−100)."
"obd_ii_stft_bank2","400014cb","Data Label","u8_percent_100/128-100","OBD-II: short-term fuel trim bank2 (% = val*100/128−100)."
"obd_ii_ltft_bank1","400014cc","Data Label","u8_percent_100/128-100","OBD-II: long-term fuel trim bank1 (% = val*100/128−100)."
"fuel_pressure_abs","400018ec","Data Label","u16_pressure_mbar","Fuel pressure ABS (mbar)."
"obd_ii_manifold_pressure","40001880","Data Label","u16_pressure_mbar","OBD-II: manifold pressure (mbar)."
"obd_ii_o2_sensor1_voltage","4000184a","Data Label","u16_voltage_5/1023v","OBD-II: O2 sensor1 voltage (V = val*5/1023)."
"obd_ii_o2_sensor2_voltage","4000184e","Data Label","u16_voltage_5/1023v","OBD-II: O2 sensor2 voltage (V = val*5/1023)."
"obd_ii_o2_sensor5_voltage","4000184c","Data Label","u16_voltage_5/1023v","OBD-II: O2 sensor5 voltage (V = val*5/1023)."
"obd_ii_o2_sensor6_voltage","40001850","Data Label","u16_voltage_5/1023v","OBD-II: O2 sensor6 voltage (V = val*5/1023)."
"obd_ii_mode01_supported_pids_20_40","400025cc","Data Label","byte[4]","OBD-II: mode01 supported pids 20 40 (4-element array)."
"obd_ii_distance_traveled_with_MIL","40004970","Data Label","uint32_t","OBD-II: distance traveled with MIL."
"_obd_ii_commanded_evap_purge","40002168","Data Label","undefined2",""
"obd_ii_warmups_since_code_cleared","40004974","Data Label","u8_count","OBD-II: warmups since code cleared."
"obd_ii_distance_since_codes_cleared_km","40004976","Data Label","u16_distance_km","OBD-II: distance since codes cleared km (km)."
"obd_ii_mode01_supported_pids_40_60","400025d0","Data Label","byte[4]","OBD-II: mode01 supported pids 40 60 (4-element array)."
"obd_ii_monitor_status_this_drive_cycle","40002222","Data Label","uint16_t","OBD-II: monitor status this drive cycle."
"afr_commanded","40001976","Data Label","u16_afr_1/100","AFR commanded (val/100)."
"obd_ii_mode01_supported_pids_60_80","400025d4","Data Label","byte[4]","OBD-II: mode01 supported pids 60 80 (4-element array)."
"obd_ii_defer_send","40002540","Data Label","bool","OBD-II: defer send (boolean flag)."
"obd_ii_response_length","40002546","Data Label","undefined2",""
"obd_ii_idle_learn","4000378c","Data Label","uint16_t","OBD-II: idle learn."
"obd_ii_injector_pulse_time_bank1_us","40001960","Data Label","u32_time_us","OBD-II: injector pulse time bank1 us (µs)."
"obd_ii_idle_status","40001dc4","Data Label","undefined1",""
"vvt_inlet_target_bank1","40002448","Data Label","u16_angle_1/4deg","VVT inlet target bank1 (° = val/4)."
"obd_ii_vvt_inlet_position_bank1","40001726","Data Label","u16_angle_1/4deg","OBD-II: VVT inlet position bank1 (° = val/4)."
"maf_comp1_learned","40001c46","Data Label","undefined2",""
"maf_comp_altitude","40001c48","Data Label","undefined2",""
"obd_ii_idle_speed_target_total","40001db2","Data Label","u16_rspeed_rpm","OBD-II: idle speed target total (RPM)."
"obd_ii_evap_purge_pressure","40001848","Data Label","undefined2",""
"obd_ii_mode22_supported_pids_20_40","40001f44","Data Label","byte[4]","OBD-II: mode22 supported pids 20 40 (4-element array)."
"obd_ii_vvt_inlet_angle_error_bank1","40002444","Data Label","u16_angle_1/4deg","OBD-II: VVT inlet angle error bank1 (° = val/4)."
"ecu_run_timer","400016a2","Data Label","u16_time_100ms","ECU run timer (ms = val*100)."
"LEA_fuel_learn_lean_time_bank1","40003488","Data Label","i16_time_us","Learned/adaptive value: fuel learn lean time bank1 (µs)."
"obd_ii_vapor_concentration","40002178","Data Label","undefined2",""
"idle_air_control_proportional_term","40001dbe","Data Label","undefined2",""
"idle_air_control_integral_term","40001dc0","Data Label","undefined4",""
"misfires_per_cyl","40005d74","Data Label","uint16_t[6]","Misfires per cyl (6-element array)."
"obd_ii_max_misfire_results_emissions","40001f34","Data Label","undefined2",""
"obd_ii_misfires_unknown_cat_damage","40001f30","Data Label","uint16_t[2]","OBD-II: misfires cat damage (2-element array)."
"fuel_learn_timer","40001d1c","Data Label","u16_time_100ms","Fuel learn timer (ms = val*100)."
"LEA_idle_learn_ac_on","4000378e","Data Label","uint16_t","Learned/adaptive value: idle learn A/C on."
"obd_ii_mode22_supported_pids_40_60","40001f48","Data Label","byte[4]","OBD-II: mode22 supported pids 40 60 (4-element array)."
"obd_ii_o2_precat_diag_timer_bank1","40002010","Data Label","undefined2",""
"tps_16bit","4000250a","Data Label","u16_factor_1/4095","Throttle position (val/1023)."
"accel_pedal_pos_16bit","40002510","Data Label","u16_factor_1/1023","Accelerator pedal position (val/1023)."
"obd_ii_eval_leak_check_result","40001e76","Data Label","undefined2",""
"obd_ii_fuel_learn_zone_2_bank1","40003478","Data Label","undefined1",""
"obd_ii_fuel_learn_zone_3_bank1","40003479","Data Label","undefined1",""
"obd_ii_vvt_inlet_angle_bank2","40001722","Data Label","u16_angle_1/4deg","OBD-II: VVT inlet angle bank2 (° = val/4)."
"obd_ii_o2_precat_sw_bank2","40001c44","Data Label","undefined2",""
"obd_ii_vvt_inlet_angle_error_bank2","40002442","Data Label","u16_angle_1/4deg","OBD-II: VVT inlet angle error bank2 (° = val/4)."
"obd_ii_vvt_exhaust_position_bank1","40001728","Data Label","u16_angle_1/4deg","OBD-II: VVT exhaust position bank1 (° = val/4)."
"obd_ii_vvt_exhaust_position_bank2","40001724","Data Label","u16_angle_1/4deg","OBD-II: VVT exhaust position bank2 (° = val/4)."
"obd_ii_vvt_exhaust_target_bank1","40002446","Data Label","u16_angle_1/4deg","OBD-II: VVT exhaust target bank1 (° = val/4)."
"obd_ii_vvt_exhaust_error_bank1","40002440","Data Label","u16_angle_1/4deg","OBD-II: VVT exhaust error bank1 (° = val/4)."
"obd_ii_vvt_exhaust_error_bank2","4000243e","Data Label","u16_angle_1/4deg","OBD-II: VVT exhaust error bank2 (° = val/4)."
"LEA_fuel_learn_lean_time_bank2","4000348a","Data Label","i16_time_us","Learned/adaptive value: fuel learn lean time bank2 (µs)."
"obd_ii_o2_precat_diag_timer_bank2","4000200e","Data Label","u16_time_5ms","OBD-II: O2 precat diag timer bank2 (ms = val*5)."
"obd_ii_fuel_learn_zone_2_bank2","4000347a","Data Label","undefined1",""
"obd_ii_fuel_learn_zone_3_bank2","4000347b","Data Label","undefined1",""
"sport_button_pressed","4000188a","Data Label","bool","Sport button pressed (boolean flag)."
"clutch_pos_sensor","40001a9d","Data Label","undefined1",""
"brake_switch","40001a9c","Data Label","undefined1",""
"obd_ii_mode22_supported_pids_60_80","40001f4c","Data Label","byte[4]","OBD-II: mode22 supported pids 60 80 (4-element array)."
"obd_ii_ac_evap_temp","40001838","Data Label","u16_temp_1/10C","OBD-II: A/C evaporative temperature (°C = val/10)."
"LEA_idle_cold_learning_coolant","40003b9c","Data Label","uint16_t","Learned/adaptive value: idle cold learning coolant."
"LEA_idle_cold_learning_coolant_ac_on","40003b9e","Data Label","uint16_t","Learned/adaptive value: idle cold learning coolant A/C on."
"exahust_override_switch_status","4000304c","Data Label","undefined1",""
"paddle_shift_sensor_raw","40001b3c","Data Label","undefined2",""
"obd_ii_oil_temp_ips","40002554","Data Label","undefined1",""
"obd_ii_mode22_supported_pids_80_a0","40001f50","Data Label","byte[4]","OBD-II: mode22 supported pids 80 a0 (4-element array)."
"obd_ii_mode22_supported_pids_a0_c0","40001f54","Data Label","byte[4]","OBD-II: mode22 supported pids a0 c0 (4-element array)."
"obd_ii_mode22_supported_pids_c0_e0","40001f58","Data Label","byte[4]","OBD-II: mode22 supported pids c0 e0 (4-element array)."
"fuel_system_diagnostic2??","400049f4","Data Label","undefined2",""
"aux_coolant_pump_state_and_diag?","40002080","Data Label","undefined2",""
"fuel_system_diagnostic","400049f6","Data Label","undefined1",""
"fuel_pump_state","4000287c","Data Label","undefined1",""
"race_button_state","4000188b","Data Label","bool","Race button state (boolean flag)."
"trans_fluid_temp_u8","400018f8","Data Label","u8_temp_5/8-40c","Transmission fluid temperature (°C = val*5/8−40)."
"radiator_fan_duty_cycle_target","40001ac2","Data Label","u8_dutycycle_100/255","Radiator fan duty cycle target (% = val*100/255)."
"fuel_pump_dutycycle_commanded","40002878","Data Label","u16_factor_1/10000","Fuel pump dutycycle commanded (val/10000)."
"fuel_pressure_pid_correction","4000287e","Data Label","undefined2",""
"fuel_diag_airflow_precat_bank1","40002254","Data Label","undefined2",""
"fuel_diag_airflow_precat_bank2","40002256","Data Label","undefined2",""
"obd_ii_mode22_supported_pids_100_120","40001f5c","Data Label","byte[4]","OBD-II: mode22 supported pids 100 120 (4-element array)."
"time_at_tps","40003ea0","Data Label","uint32_t[8]","Time at throttle position (8-element array)."
"obd_ii_mode13_requested","40001f99","Data Label","bool","OBD-II: mode13 requested (boolean flag)."
"obd_ii_dtc_pending","40005da8","Data Label","uint16_t[128]","OBD-II: DTC pending (128-element array)."
"obd_DTC_pending_count","40001f88","Data Label","undefined1",""
"obd_ii_mode08_supported_pids_0_20","40001f91","Data Label","byte[4]","OBD-II: mode08 supported pids 0 20 (4-element array)."
"knock_inhibit_timer_tps_rate","40001e52","Data Label","u8_time_5ms","Knock inhibit timer throttle position rate (ms = val*5)."
"ign_adv_delta_to_knock_safe","40001e50","Data Label","i16_angle_1/4deg","Ignition adv delta to knock safe (° = val/4)."
"ign_knock_safe","40001904","Data Label","i16_angle_1/4deg","Ignition knock safe (° = val/4)."
"octane_scaler_current_min","40001e54","Data Label","uint16_t","Octane scaler current minimum."
"knock_octane_correction_per_cyl","40004f64","Data Label","uint16_t[6]","Knock octane correction per cyl (6-element array)."
"octane_scaler_shortterm","40004f40","Data Label","uint16_t[6]","Octane scaler shortterm (6-element array)."
"knock_ign_retard_cyl0","40001e3e","Data Label","u16_angle_1/4deg","Knock ignition retard cyl0 (° = val/4)."
"load_learned_alphaN","4000265c","Data Label","u16_load_mg/stroke","Load learned alphaN (mg/stroke)."
"torque_estimated_alphaN","40002656","Data Label","u16_torque_nm","Torque estimated alphaN (Nm)."
"load_estimated_alphaN","4000265a","Data Label","u16_load_mg/stroke","Load estimated alphaN (mg/stroke)."
"torque_limit_external_and_internal","400026a2","Data Label","u16_torque_nm","Torque limit external and internal (Nm)."
"torque_external_request_final","400026ae","Data Label","u16_torque_nm","Torque external request final (Nm)."
"torque_limit_engine_protection","400026a0","Data Label","u16_torque_nm","Torque limit engine protection (Nm)."
"torque_limit_external_net","40002666","Data Label","u16_torque_nm","Torque limit external net (Nm)."
"torque_limit_tps_current","400015b8","Data Label","u16_factor_1/4095","Torque limit throttle position current (val/4095)."
"load_target_with_torque_limit","4000265e","Data Label","u16_load_1173mg/255stroke","Load target with torque limit (mg/stroke = val*1173)."
"failed_ignition_cyl_count","40001f24","Data Label","undefined1",""
"engine_friction_torque","40002654","Data Label","u16_torque_nm","Engine friction torque (Nm)."
"torque_estimated_actual_load","40002652","Data Label","undefined2",""
"torque_engine_friction_speed_component","400026b4","Data Label","u16_torque_nm","Torque engine friction speed component (Nm)."
"torque_engine_friction_temp_component","40002672","Data Label","u16_torque_nm","Torque engine friction temperature component (Nm)."
"torque_engine_ac_load_base","400026b0","Data Label","undefined2",""
"torque_engine_friction_ac_load","40002674","Data Label","u16_torque_nm","Torque engine friction A/C load (Nm)."
"torque_engine_ac_load_scaler","400026b2","Data Label","u8_factor_1/255","Torque engine A/C load scaler (val/255)."
"ac_load2_???","400026dc","Data Label","undefined2",""
"torque_engine_friction_base","40002658","Data Label","u16_torque_nm","Torque engine friction base (Nm)."
"tps_requested_scaled_by_limit","4000212c","Data Label","u16_factor_1/1023","Throttle position requested scaled by limit (val/1023)."
"idle_tps_requested","40001e1c","Data Label","u16_factor_1/1023","Idle throttle position requested (val/1023)."
"torque_to_tps_cal","400015dc","Data Label","u16_factor_1/4095","Torque to throttle position cal (val/4095)."
"torque_target_tps_compensated","400015cc","Data Label","u16_torque_nm","Torque target throttle position compensated (Nm)."
"torque_external_request_tps_based","400015bc","Data Label","u16_torque_nm","Torque external request throttle position based (Nm)."
"torque_limit_tps_holdoff_timer","400026a6","Data Label","undefined1",""
"_torque_to_tps_lea","400015de","Data Label","u8_factor_1/100","Torque to throttle position lea (val/100)."
"torque_spark_efficiency_slope","400015d6","Data Label","undefined2",""
"torque_reduction_ign_unclamped","4000269e","Data Label","u16_factor_1/255","Torque reduction ignition unclamped (val/255)."
"torque_reduction_factor_ign","400015d4","Data Label","u8_factor_1/255","Torque reduction factor ignition (val/255)."
"trqlimit_ign_base_delta_from_mbt","40002682","Data Label","i16_angle_1/4deg","Trqlimit ignition base delta from MBT (° = val/4)."
"ign_mbt_modeled","4000190e","Data Label","i16_angle_1/4deg","Ignition MBT modeled (° = val/4)."
"ign_retard_knock_avg","40002684","Data Label","u16_angle_1/4deg","Ignition retard knock avg (° = val/4)."
"coilpack_failure_flags","400019a2","Data Label","undefined2",""
"misfire_condition_flags","40001f38","Data Label","undefined4",""
"ign_comp_torque_reduction_unclipped","4000269c","Data Label","u16_angle_1/4deg","Ignition compensation torque reduction unclipped (° = val/4)."
"nonfiring_cyl_count","400026a4","Data Label","undefined1",""
"o2_sensor_ready_per_cyl","40001450","Data Label","byte[6]","O2 sensor ready per cyl (6-element array)."
"spark_retard_from_mbt","4000267a","Data Label","undefined2",""
"torque_spark_efficiency_current","400015d8","Data Label","u8_factor_1/255","Torque spark efficiency current (val/255)."
"torque_efficiency_factor","40002671","Data Label","undefined1",""
"torque_limit_base_factor","40002670","Data Label","u8_factor_1/255","Torque limit base factor (val/255)."
"torque_driver_net_clamped","40002690","Data Label","u16_torque_nm","Torque driver net clamped (Nm)."
"torque_alphaN_net","4000266e","Data Label","u16_torque_nm","Torque alphaN net (Nm)."
"ign_per_cyl_fire_enable","40001b7a","Data Label","undefined1",""
"obd_ii_engine_torque","40002650","Data Label","u16_torque_nm","OBD-II: engine torque (Nm)."
"ign_retard_torque_limit","4000269a","Data Label","undefined2",""
"torque_loss_from_ign_retard","40002698","Data Label","u16_torque_nm","Torque loss from ignition retard (Nm)."
"torque_margin_above_limit","4000266a","Data Label","u16_torque_nm","Torque margin above limit (Nm)."
"constant_42","40002678","Data Label","undefined1",""
"revlimit_tps_max","400027cc","Data Label","u16_factor_1/1023","Rev-limit throttle position maximum (val/1023)."
"torque_limit_tps_target","40002660","Data Label","u16_factor_1/4095","Torque limit throttle position target (val/4095)."
"tps_sensor_fault_active","40002739","Data Label","bool","Throttle position sensor fault active (boolean flag)."
"CAL_tps_commanded_during_fault","4000ca9b","Data Label","u8_factor_1/255","Calibration: throttle position commanded during fault (val/255)."
"tps_requested_scaled_by_limit2","4000212e","Data Label","u16_factor_1/255","Throttle position requested scaled by limit2 (val/255)."
"trans_cooling_pump_enabled","4000304a","Data Label","bool","Transmission cooling pump enabled (boolean flag)."
"evap_p0441_test_result_pressure","400049a2","Data Label","undefined2",""
"CAL_emissions_cat_efficiency_unknown1","4000dee8","Data Label","uint8_t[8]","Calibration: emissions cat efficiency unknown1 (8-element array)."
