"Name","Location","Type","Data Type","EOL Comment"
"CAL_injtip_comp_negative_load_X_load","400091a2","Data Label","u8_load_4mg/stroke[16]","Calibration: X-axis (load) for the injector tip-in compensation negative load table (mg/stroke = val*4; 16-element array)."
"CAL_injtip_comp_negative_load","400091b2","Data Label","uint8_t[16]","Calibration: injector tip-in compensation negative load (16-element array)."
"CAL_idle_target_manual_tour_X_coolant_temp","400091c2","Data Label","u8_temp_5/8-40c[16]","Calibration: X-axis (coolant temp) for the idle target manual tour table (°C = val*5/8−40; 16-element array)."
"CAL_idle_target_manual_tour","400091d2","Data Label","u8_rspeed_4+500rpm[16]","Calibration: idle target manual tour (RPM = val*4+500; 16-element array)."
"CAL_tpssmooth_increment_rpm_X_rpm","4000927a","Data Label","u8_rspeed_125/4+500rpm[8]","Calibration: X-axis (rpm) for the tpssmooth increment RPM table (RPM = val*125/4+500; 8-element array)."
"CAL_tpssmooth_increment_rpm","40009282","Data Label","u8_factor_1/255[8]","Calibration: tpssmooth increment RPM (val/255; 8-element array)."
"CAL_tpssmooth_increment_sport_X_tps_diff","4000928a","Data Label","u8_factor_1/255[8]","Calibration: X-axis (tps diff) for the tpssmooth increment sport table (val/255; 8-element array)."
"CAL_tpssmooth_increment_sport","40009292","Data Label","u8_factor_1/255[8]","Calibration: tpssmooth increment sport (val/255; 8-element array)."
"CAL_ign_comp_coolant_manual1_X_coolant_temp","400092da","Data Label","u8_temp_5/8-40c[16]","Calibration: X-axis (coolant temp) for the ignition compensation coolant manual1 table (°C = val*5/8−40; 16-element array)."
"CAL_ign_comp_coolant_manual1","400092ea","Data Label","u8_angle_1/4deg[16]","Calibration: ignition compensation coolant manual1 (° = val/4; 16-element array)."
"CAL_ign_comp_idle_error1_X_rpm","400092fa","Data Label","u8_rspeed_-128[16]","Calibration: X-axis (rpm) for the ignition compensation idle error1 table (RPM = val−128; 16-element array)."
"CAL_ign_comp_idle_error1","4000930a","Data Label","u8_angle_1/4-32deg[16]","Calibration: ignition compensation idle error1 (° = val/4−32; 16-element array)."
"CAL_ign_comp_engine_air_X_air_temp","4000931a","Data Label","u8_temp_5/8-40c[16]","Calibration: X-axis (air temp) for the ignition compensation engine air table (°C = val*5/8−40; 16-element array)."
"CAL_ign_comp_engine_air","4000932a","Data Label","u8_angle_1/4-32deg[16]","Calibration: ignition compensation engine air (° = val/4−32; 16-element array)."
"CAL_injtip_in_rpm_scale_X_rpm","4000933a","Data Label","u8_rspeed_125/4+500rpm[16]","Calibration: X-axis (rpm) for the injector tip-in in RPM scale table (RPM = val*125/4+500; 16-element array)."
"CAL_injtip_in_rpm_scale","4000934a","Data Label","uint8_t[16]","Calibration: injector tip-in in RPM scale (16-element array)."
"CAL_injtip_in_rpm_decay_X_rpm","4000935a","Data Label","u8_rspeed_125/4+500rpm[16]","Calibration: X-axis (rpm) for the injector tip-in in RPM decay table (RPM = val*125/4+500; 16-element array)."
"CAL_injtip_in_rpm_decay","4000936a","Data Label","uint8_t[16]","Calibration: injector tip-in in RPM decay (16-element array)."
"CAL_injtip_in_coolant_scale_X_coolant_temp","4000937a","Data Label","u8_temp_5/8-40c[16]","Calibration: X-axis (coolant temp) for the injector tip-in in coolant scale table (°C = val*5/8−40; 16-element array)."
"CAL_injtip_in_coolant_scale","4000938a","Data Label","u8_factor_1/64[16]","Calibration: injector tip-in in coolant scale (val/64; 16-element array)."
"CAL_injtip_out_rpm_scale_X_rpm","4000939a","Data Label","u8_rspeed_125/4+500rpm[16]","Calibration: X-axis (rpm) for the injector tip-in out RPM scale table (RPM = val*125/4+500; 16-element array)."
"CAL_injtip_out_rpm_scale","400093aa","Data Label","uint8_t[16]","Calibration: injector tip-in out RPM scale (16-element array)."
"CAL_injtip_out_rpm_decay_X_rpm","400093ba","Data Label","u8_rspeed_125/4+500rpm[16]","Calibration: X-axis (rpm) for the injector tip-in out RPM decay table (RPM = val*125/4+500; 16-element array)."
"CAL_injtip_out_rpm_decay","400093ca","Data Label","u8_factor_1/1023[16]","Calibration: injector tip-in out RPM decay (val/1023; 16-element array)."
"CAL_injtip_out_coolant_scale_X_rpm","400093da","Data Label","u8_temp_5/8-40c[16]","Calibration: X-axis (rpm) for the injector tip-in out coolant scale table (°C = val*5/8−40; 16-element array)."
"CAL_injtip_out_coolant_scale","400093ea","Data Label","u8_factor_1/64[16]","Calibration: injector tip-in out coolant scale (val/64; 16-element array)."
"CAL_ign_limit_first_gear_manual_X_engine_speed","4000940a","Data Label","u8_rspeed_125/4+500rpm[8]","Calibration: X-axis (engine speed) for the ignition limit first gear manual table (RPM = val*125/4+500; 8-element array)."
"CAL_ign_limit_first_gear_manual","40009412","Data Label","u8_angle_1/4-10deg[8]","Calibration: ignition limit first gear manual (° = val/4−10; 8-element array)."
"CAL_idle_comp_baro2_X_ambiant_baro","4000941a","Data Label","u16_pressure_mbar[8]","Calibration: X-axis (ambiant baro) for the idle compensation baro2 table (mbar; 8-element array)."
"CAL_idle_comp_baro2","4000942a","Data Label","int16_t[8]","Calibration: idle compensation baro2 (8-element array)."
"CAL_tpssmooth_decrement_by_rpm_X_rpm","4000945a","Data Label","u8_rspeed_125/4+500rpm[8]","Calibration: X-axis (rpm) for the tpssmooth decrement by RPM table (RPM = val*125/4+500; 8-element array)."
"CAL_tpssmooth_decrement_by_rpm","40009462","Data Label","u8_factor_1/255[8]","Calibration: tpssmooth decrement by RPM (val/255; 8-element array)."
"CAL_cruise_integral_gain_manual_cr_X_gear","40009472","Data Label","u8_gear[4]","Calibration: X-axis (gear) for the cruise integral gain manual cr table (4-element array)."
"CAL_cruise_integral_gain_manual_cr","40009476","Data Label","u8_factor_1/100[4]","Calibration: cruise integral gain manual cr (val/100; 4-element array)."
"CAL_tps_scaling_factor_rpm_X_rpm","40009482","Data Label","u8_rspeed_125/4+500rpm[16]","Calibration: X-axis (rpm) for the throttle position scaling factor RPM table (RPM = val*125/4+500; 16-element array)."
"CAL_tps_scaling_factor_rpm","40009492","Data Label","u8_factor_1/255[16]","Calibration: throttle position scaling factor RPM (val/255; 16-element array)."
"CAL_injtip_dfco_enable_rpm_ips_alt_X_coolant_temp","400094b2","Data Label","u8_temp_5/8-40c[4]","Calibration: X-axis (coolant temp) for the injector tip-in decel fuel cut-off enable RPM IPS alt table (°C = val*5/8−40; 4-element array)."
"CAL_injtip_dfco_enable_rpm_ips_alt","400094b6","Data Label","u8_rspeed_10rpm[4]","Calibration: injector tip-in decel fuel cut-off enable RPM IPS alt (RPM = val*10; 4-element array)."
"CAL_closedloop_proportional_gain_rich_table_X_rpm","400094ba","Data Label","u8_rspeed_125/4+500rpm[8]","Calibration: X-axis (rpm) for the closedloop proportional gain rich table table (RPM = val*125/4+500; 8-element array)."
"CAL_closedloop_proportional_gain_rich_table_Y_load","400094c2","Data Label","u8_load_4mg/stroke[8]","Calibration: Y-axis (load) for the closedloop proportional gain rich table table (mg/stroke = val*4; 8-element array)."
"CAL_closedloop_proportional_gain_rich_table","400094ca","Data Label","u8_factor_1/255[64]","Calibration: closedloop proportional gain rich table (val/255; 64-element array)."
"CAL_closedloop_proportional_gain_lean_table_X_rpm","4000950a","Data Label","u8_rspeed_125/4+500rpm[8]","Calibration: X-axis (rpm) for the closedloop proportional gain lean table table (RPM = val*125/4+500; 8-element array)."
"CAL_closedloop_proportional_gain_lean_table_Y_load","40009512","Data Label","u8_load_4mg/stroke[8]","Calibration: Y-axis (load) for the closedloop proportional gain lean table table (mg/stroke = val*4; 8-element array)."
"CAL_closedloop_proportional_gain_lean_table","4000951a","Data Label","u8_factor_1/255[64]","Calibration: closedloop proportional gain lean table (val/255; 64-element array)."
"CAL_closedloop_integral_gain_table_X_rpm","4000955a","Data Label","u8_rspeed_125/4+500rpm[8]","Calibration: X-axis (rpm) for the closedloop integral gain table table (RPM = val*125/4+500; 8-element array)."
"CAL_closedloop_integral_gain_table_Y_load","40009562","Data Label","u8_load_4mg/stroke[8]","Calibration: Y-axis (load) for the closedloop integral gain table table (mg/stroke = val*4; 8-element array)."
"CAL_closedloop_integral_gain_table","4000956a","Data Label","u8_factor_1/255[64]","Calibration: closedloop integral gain table (val/255; 64-element array)."
"CAL_closedloop_derivative_gain_table_X_rpm","400095aa","Data Label","u8_rspeed_125/4+500rpm[8]","Calibration: X-axis (rpm) for the closedloop derivative gain table table (RPM = val*125/4+500; 8-element array)."
"CAL_closedloop_derivative_gain_table_Y_load","400095b2","Data Label","u8_load_4mg/stroke[8]","Calibration: Y-axis (load) for the closedloop derivative gain table table (mg/stroke = val*4; 8-element array)."
"CAL_closedloop_derivative_gain_table","400095ba","Data Label","u8_factor_1/255[64]","Calibration: closedloop derivative gain table (val/255; 64-element array)."
"CAL_inj_efficiency_X_engine_speed","400095fa","Data Label","u8_rspeed_125/4+500rpm[20]","Calibration: X-axis (engine speed) for the injector efficiency table (RPM = val*125/4+500; 20-element array)."
"CAL_inj_efficiency_Y_engine_load","4000960e","Data Label","u8_load_1173mg/255stroke[20]","Calibration: Y-axis (engine load) for the injector efficiency table (mg/stroke = val*1173; 20-element array)."
"CAL_inj_efficiency","40009622","Data Label","u8_factor_1/200[400]","Calibration: injector efficiency (val/200; 400-element array)."
"CAL_load_to_tps_mapping_X_rpm","400097b2","Data Label","u8_rspeed_125/4+500rpm[20]","Calibration: X-axis (rpm) for the load to throttle position mapping table (RPM = val*125/4+500; 20-element array)."
"CAL_load_to_tps_mapping_Y_load","400097c6","Data Label","u8_load_1173mg/255stroke[20]","Calibration: Y-axis (load) for the load to throttle position mapping table (mg/stroke = val*1173; 20-element array)."
"CAL_load_to_tps_mapping","400097da","Data Label","u8_factor_1/255[400]","Calibration: load to throttle position mapping (val/255; 400-element array)."
"CAL_idle_target_manual_sport_X_coolant_temp","40009a3a","Data Label","u8_temp_5/8-40c[16]","Calibration: X-axis (coolant temp) for the idle target manual sport table (°C = val*5/8−40; 16-element array)."
"CAL_idle_target_manual_sport","40009a4a","Data Label","u8_rspeed_4+500rpm[16]","Calibration: idle target manual sport (RPM = val*4+500; 16-element array)."
"CAL_vvt_exhaust_advance_base_X_engine_speed","40009a7a","Data Label","u8_rspeed_125/4+500rpm[16]","Calibration: X-axis (engine speed) for the VVT exhaust advance base table (RPM = val*125/4+500; 16-element array)."
"CAL_vvt_exhaust_advance_base_Y_load","40009a8a","Data Label","u8_load_4mg/stroke[16]","Calibration: Y-axis (load) for the VVT exhaust advance base table (mg/stroke = val*4; 16-element array)."
"CAL_vvt_exhaust_advance_base","40009a9a","Data Label","u8_angle_1/4deg[256]","Calibration: VVT exhaust advance base (° = val/4; 256-element array)."
"CAL_cluster_shiftlight_rpm_offset_manual","40009b9a","Data Label","uint8_t[8]","Calibration: cluster shiftlight RPM offset manual (8-element array)."
"CAL_cluster_shiftlight_rpm_offset_manual","40009ba2","Data Label","u8_rspeed_8rpm[8]","Calibration: cluster shiftlight RPM offset manual (RPM = val*8; 8-element array)."
"CAL_load_reference_charge_X_rpm","40009baa","Data Label","u8_rspeed_125/4+500rpm[16]","Calibration: X-axis (rpm) for the load reference charge table (RPM = val*125/4+500; 16-element array)."
"CAL_load_reference_charge","40009bba","Data Label","u8_load_4mg/stroke[16]","Calibration: load reference charge (mg/stroke = val*4; 16-element array)."
"CAL_tpssmooth_increment_tour_X_tps_diff","40009bca","Data Label","u8_factor_1/255[8]","Calibration: X-axis (tps diff) for the tpssmooth increment tour table (val/255; 8-element array)."
"CAL_tpssmooth_increment_tour","40009bd2","Data Label","u8_factor_1/255[8]","Calibration: tpssmooth increment tour (val/255; 8-element array)."
"CAL_load_unused1_X_rpm","40009bda","Data Label","u8_rspeed_125/4+500rpm[16]","Calibration: X-axis (rpm) for the load unused1 table (RPM = val*125/4+500; 16-element array)."
"CAL_load_unused1","40009bea","Data Label","uint8_t[16]","Calibration: load unused1 (16-element array)."
"CAL_inj_enrichment_factor_load_n_coolant_manual_X_load","40009bfa","Data Label","u8_load_4mg/stroke[12]","Calibration: X-axis (load) for the injector enrichment factor load n coolant manual table (mg/stroke = val*4; 12-element array)."
"CAL_inj_enrichment_factor_load_n_coolant_manual_Y_coolant","40009c06","Data Label","u8_temp_5/8-40c[16]","Calibration: Y-axis (coolant) for the injector enrichment factor load n coolant manual table (°C = val*5/8−40; 16-element array)."
"CAL_inj_enrichment_factor_load_n_coolant_manual","40009c16","Data Label","u8_factor_1/64[192]","Calibration: injector enrichment factor load n coolant manual (val/64; 192-element array)."
"CAL_torque_engine_ac_load_scaler_X_engine_speed","40009cd6","Data Label","u8_rspeed_125/4+500rpm[8]","Calibration: X-axis (engine speed) for the torque engine A/C load scaler table (RPM = val*125/4+500; 8-element array)."
"CAL_torque_engine_ac_load_scaler","40009cde","Data Label","u8_factor_1/255[8]","Calibration: torque engine A/C load scaler (val/255; 8-element array)."
"CAL_ecu_engine_speed_target_sport_X_pps","40009ce6","Data Label","u16_factor_1/1023[10]","Calibration: X-axis (pps) for the ECU engine speed target sport table (val/1023; 10-element array)."
"CAL_ecu_engine_speed_target_sport","40009cfa","Data Label","u16_rspeed_1/4rpm[10]","Calibration: ECU engine speed target sport (RPM = val/4; 10-element array)."
"CAL_torque_limit_by_coolant_X_coolant","40009d0e","Data Label","u8_temp_5/8-40c[4]","Calibration: X-axis (coolant) for the torque limit by coolant table (°C = val*5/8−40; 4-element array)."
"CAL_torque_limit_by_coolant","40009d12","Data Label","u8_torque_4nm[4]","*WARNING* This table has been patched to double the torque values. Each 8bit value represents 4nm of torque."
"CAL_inj_comp_air_temp2_X_load","40009d1a","Data Label","u8_load_4mg/stroke[8]","Calibration: X-axis (load) for the injector compensation air temp2 table (mg/stroke = val*4; 8-element array)."
"CAL_inj_comp_air_temp2_Y_air_temp","40009d22","Data Label","u8_temp_5/8-40c[16]","Calibration: Y-axis (air temp) for the injector compensation air temp2 table (°C = val*5/8−40; 16-element array)."
"CAL_inj_comp_air_temp2","40009d32","Data Label","uint8_t[128]","Calibration: injector compensation air temp2 (128-element array)."
"CAL_load_source_selection_threshold_by_tps_X_rpm","40009db2","Data Label","u8_rspeed_125/4+500rpm[16]","Calibration: X-axis (rpm) for the load source selection threshold by throttle position table (RPM = val*125/4+500; 16-element array)."
"CAL_load_source_selection_threshold_by_tps","40009dc2","Data Label","u8_factor_1/255[16]","Calibration: load source selection threshold by throttle position (val/255; 16-element array)."
"CAL_idle_comp_tps_while_cranking_X_baro","40009dd2","Data Label","u8_pressure_4mbar[4]","Calibration: X-axis (baro) for the idle compensation throttle position while cranking table (mbar = val*4; 4-element array)."
"CAL_idle_comp_tps_while_cranking_Y_coolant_temp","40009dd6","Data Label","u8_temp_5/8-40c[16]","Calibration: Y-axis (coolant temp) for the idle compensation throttle position while cranking table (°C = val*5/8−40; 16-element array)."
"CAL_idle_comp_tps_while_cranking","40009de6","Data Label","u8_factor_1/255[64]","Calibration: idle compensation throttle position while cranking (val/255; 64-element array)."
"CAL_knock_inhibit_tps_max_X_rpm","40009e2a","Data Label","u8_rspeed_125/4+500rpm[16]","Calibration: X-axis (rpm) for the knock inhibit throttle position maximum table (RPM = val*125/4+500; 16-element array)."
"CAL_knock_inhibit_tps_max","40009e3a","Data Label","u8_factor_1/255[16]","Calibration: knock inhibit throttle position maximum (val/255; 16-element array)."
"CAL_cooling_fan_afterrun_X_air_temp","40009e8a","Data Label","u8_temp_5/8-40c[8]","Calibration: X-axis (air temp) for the cooling fan afterrun table (°C = val*5/8−40; 8-element array)."
"CAL_cooling_fan_afterrun_Y_coolant_temp","40009e92","Data Label","u8_temp_5/8-40c[8]","Calibration: Y-axis (coolant temp) for the cooling fan afterrun table (°C = val*5/8−40; 8-element array)."
"CAL_cooling_fan_afterrun","40009e9a","Data Label","u8_time_250ms[64]","Calibration: cooling fan afterrun (ms = val*250; 64-element array)."
"CAL_fuel_pump_proportional_gain_X_error","40009efa","Data Label","u8_pressure_50mbar[8]","Calibration: X-axis (error) for the fuel pump proportional gain table (mbar = val*50; 8-element array)."
"CAL_fuel_pump_proportional_gain","40009f02","Data Label","u8_factor_1/255[8]","Calibration: fuel pump proportional gain (val/255; 8-element array)."
"CAL_inj_startup_enrichment_offset_X_coolant_temp_engine_stopped","40009f0a","Data Label","u8_temp_5/8-40c[16]","Calibration: X-axis (coolant temp engine stopped) for the injector startup enrichment offset table (°C = val*5/8−40; 16-element array)."
"CAL_inj_startup_enrichment_offset","40009f1a","Data Label","u8_time_256us[16]","Calibration: injector startup enrichment offset (µs = val*256; 16-element array)."
"CAL_idle_comp_carspeed_manual_X_carspeed","40009f2a","Data Label","u8_speed_kph[8]","Calibration: X-axis (carspeed) for the idle compensation carspeed manual table (km/h; 8-element array)."
"CAL_idle_comp_carspeed_manual","40009f32","Data Label","u8_rspeed_4rpm[8]","Calibration: idle compensation carspeed manual (RPM = val*4; 8-element array)."
"CAL_inj_comp_iat_X_iat","40009f3a","Data Label","u8_temp_5/8-40c[8]","Calibration: X-axis (iat) for the injector compensation intake air temp table (°C = val*5/8−40; 8-element array)."
"CAL_inj_comp_iat","40009f42","Data Label","u8_factor_1/100[8]","Calibration: injector compensation intake air temp (val/100; 8-element array)."
"CAL_ign_comp_maf_accum_X_maf_accum","40009fa2","Data Label","u8_mass_g[8]","Calibration: X-axis (maf accum) for the ignition compensation MAF accum table (g; 8-element array)."
"CAL_ign_comp_maf_accum_Y_tps","40009faa","Data Label","u8_factor_1/255[8]","Calibration: Y-axis (tps) for the ignition compensation MAF accum table (val/255; 8-element array)."
"CAL_ign_comp_maf_accum","40009fb2","Data Label","i8_angle_1/4deg[64]","Calibration: ignition compensation MAF accum (° = val/4; 64-element array)."
"CAL_ign_dwell_time_X_rpm","40009ff2","Data Label","u8_rspeed_125/4+500rpm[8]","Calibration: X-axis (rpm) for the ignition dwell time table (RPM = val*125/4+500; 8-element array)."
"CAL_ign_dwell_time_Y_ecu_voltage","40009ffa","Data Label","u8_voltage_72/1023v[8]","Calibration: Y-axis (ecu voltage) for the ignition dwell time table (V = val*72/1023; 8-element array)."
"CAL_ign_dwell_time","4000a002","Data Label","u8_time_64us[64]","Calibration: ignition dwell time (µs = val*64; 64-element array)."
"CAL_ign_knock_safe_X_engine_speed","4000a042","Data Label","u8_rspeed_125/4+500rpm[20]","Calibration: X-axis (engine speed) for the ignition knock safe table (RPM = val*125/4+500; 20-element array)."
"CAL_ign_knock_safe_Y_load","4000a056","Data Label","u8_load_1173mg/255stroke[20]","Calibration: Y-axis (load) for the ignition knock safe table (mg/stroke = val*1173; 20-element array)."
"CAL_ign_knock_safe","4000a06a","Data Label","u8_angle_1/4-10deg[400]","Calibration: ignition knock safe (° = val/4−10; 400-element array)."
"CAL_inj_afr_base_X_engine_speed","4000a1fa","Data Label","u8_rspeed_125/4+500rpm[20]","Calibration: X-axis (engine speed) for the injector AFR base table (RPM = val*125/4+500; 20-element array)."
"CAL_inj_afr_base_Y_engine_load","4000a20e","Data Label","u8_load_1173mg/255stroke[20]","Calibration: Y-axis (engine load) for the injector AFR base table (mg/stroke = val*1173; 20-element array)."
"CAL_inj_afr_base","4000a222","Data Label","u8_afr_1/20+5[400]","Calibration: injector AFR base (val/20+5; 400-element array)."
"CAL_ign_base_manual_X_engine_speed","4000a3b2","Data Label","u8_rspeed_125/4+500rpm[20]","Calibration: X-axis (engine speed) for the ignition base manual table (RPM = val*125/4+500; 20-element array)."
"CAL_ign_base_manual_Y_load","4000a3c6","Data Label","u8_load_1173mg/255stroke[20]","Calibration: Y-axis (load) for the ignition base manual table (mg/stroke = val*1173; 20-element array)."
"CAL_ign_base_manual","4000a3da","Data Label","u8_angle_1/4-10deg[400]","Calibration: ignition base manual (° = val/4−10; 400-element array)."
"CAL_torque_engine_friction_speed_component_X_engine_speed","4000a56a","Data Label","u8_rspeed_125/4+500rpm[20]","Calibration: X-axis (engine speed) for the torque engine friction speed component table (RPM = val*125/4+500; 20-element array)."
"CAL_torque_engine_friction_speed_component_Y_load","4000a57e","Data Label","u8_load_1173mg/255stroke[20]","Calibration: Y-axis (load) for the torque engine friction speed component table (mg/stroke = val*1173; 20-element array)."
"CAL_torque_engine_friction_speed_component","4000a592","Data Label","u8_torque_nm[400]","Calibration: torque engine friction speed component (Nm; 400-element array)."
"CAL_inj_cranking_enrichment_coolant_manual_X_coolant_engine_stopped","4000a722","Data Label","u16_temp_5/8-40c[12]","Calibration: X-axis (coolant engine stopped) for the injector cranking enrichment coolant manual table (°C = val*5/8−40; 12-element array)."
"CAL_inj_cranking_enrichment_coolant_manual_Y_maf_accumulated","4000a73a","Data Label","u16_mass_mg[14]","Calibration: Y-axis (maf accumulated) for the injector cranking enrichment coolant manual table (mg; 14-element array)."
"CAL_inj_cranking_enrichment_coolant_manual","4000a756","Data Label","u16_factor_1/32[168]","Calibration: injector cranking enrichment coolant manual (val/32; 168-element array)."
"CAL_tps_rate_steadystate_threshold_X_rpm","4000a8a6","Data Label","u8_rspeed_125/4+500rpm[4]","Calibration: X-axis (rpm) for the throttle position rate steadystate threshold table (RPM = val*125/4+500; 4-element array)."
"CAL_tps_rate_steadystate_threshold_Y_tps","4000a8aa","Data Label","u8_factor_1/255[4]","Calibration: Y-axis (tps) for the throttle position rate steadystate threshold table (val/255; 4-element array)."
"CAL_tps_rate_steadystate_threshold","4000a8ae","Data Label","u8_factor_1/255[16]","Calibration: throttle position rate steadystate threshold (val/255; 16-element array)."
"CAL_sensor_maf_scaling_X_signal","4000a8c2","Data Label","u16_voltage_5/1023v[32]","Calibration: X-axis (signal) for the sensor MAF scaling table (V = val*5/1023; 32-element array)."
"CAL_sensor_maf_scaling","4000a902","Data Label","u16_flow_10mg/s[32]","Calibration: sensor MAF scaling (mg/s = val*10; 32-element array)."
"CAL_idle_comp_vehicle_speed_manual_X_carspeed","4000a942","Data Label","u16_speed_1/100kph[8]","Calibration: X-axis (carspeed) for the idle compensation vehicle speed manual table (km/h = val/100; 8-element array)."
"CAL_idle_comp_vehicle_speed_manual","4000a952","Data Label","uint16_t[8]","Calibration: idle compensation vehicle speed manual (8-element array)."
"CAL_tpssmooth_decrement_by_delta_X_tps_delta","4000a962","Data Label","u8_factor_1/255[8]","Calibration: X-axis (tps delta) for the tpssmooth decrement by delta table (val/255; 8-element array)."
"CAL_tpssmooth_decrement_by_delta","4000a96a","Data Label","u8_factor_1/255[8]","Calibration: tpssmooth decrement by delta (val/255; 8-element array)."
"CAL_revlimit_speedbase_manual_tour_X_coolant_temp","4000a972","Data Label","u16_temp_5/8-40c[4]","Calibration: X-axis (coolant temp) for the rev-limit speedbase manual tour table (°C = val*5/8−40; 4-element array)."
"CAL_revlimit_speedbase_manual_tour_Y_timer","4000a97a","Data Label","u16_time_5ms[4]","Calibration: Y-axis (timer) for the rev-limit speedbase manual tour table (ms = val*5; 4-element array)."
"CAL_revlimit_speedbase_manual_tour","4000a982","Data Label","u16_rspeed_rpm[16]","Calibration: rev-limit speedbase manual tour (RPM; 16-element array)."
"CAL_idle_comp_ecu_voltage_X_voltage","4000a9a2","Data Label","u16_voltage_18/1023v[8]","Calibration: X-axis (voltage) for the idle compensation ECU voltage table (V = val*18/1023; 8-element array)."
"CAL_idle_comp_ecu_voltage","4000a9b2","Data Label","int16_t[8]","Calibration: idle compensation ECU voltage (8-element array)."
"CAL_ign_comp_overtemp_X_rpm","4000a9c2","Data Label","u8_rspeed_125/4+500rpm[16]","Calibration: X-axis (rpm) for the ignition compensation overtemp table (RPM = val*125/4+500; 16-element array)."
"CAL_ign_comp_overtemp","4000a9d2","Data Label","u8_angle_1/4-32deg[16]","Calibration: ignition compensation overtemp (° = val/4−32; 16-element array)."
"CAL_ign_comp_overtemp_coeff_X_coolant_temp","4000a9e2","Data Label","u8_temp_5/8-40c[8]","Calibration: X-axis (coolant temp) for the ignition compensation overtemp coeff table (°C = val*5/8−40; 8-element array)."
"CAL_ign_comp_overtemp_coeff","4000a9ea","Data Label","u8_factor_1/128[8]","Calibration: ignition compensation overtemp coeff (val/128; 8-element array)."
"CAL_ign_comp_speed_variation_unknown_X_rpm_delta","4000a9f2","Data Label","uint8_t[16]","Calibration: X-axis (rpm delta) for the ignition compensation speed variation table (16-element array)."
"CAL_ign_comp_speed_variation_unknown","4000aa02","Data Label","uint8_t[16]","Calibration: ignition compensation speed variation (16-element array)."
"CAL_vvt_start_timer_X_coolant_temp","4000aa12","Data Label","u8_temp_5/8-40c[8]","Calibration: X-axis (coolant temp) for the VVT start timer table (°C = val*5/8−40; 8-element array)."
"CAL_vvt_start_timer","4000aa1a","Data Label","u8_time_100ms[8]","Calibration: VVT start timer (ms = val*100; 8-element array)."
"CAL_closedloop_o2_switch_threshold_X_rpm","4000aa22","Data Label","u8_rspeed_125/4+500rpm[8]","Calibration: X-axis (rpm) for the closedloop O2 switch threshold table (RPM = val*125/4+500; 8-element array)."
"CAL_closedloop_o2_switch_threshold","4000aa2a","Data Label","uint8_t[8]","Calibration: closedloop O2 switch threshold (8-element array)."
"CAL_ign_comp_tps_rate_X_tps_rate","4000aa32","Data Label","uint8_t[8]","Calibration: X-axis (tps rate) for the ignition compensation throttle position rate table (8-element array)."
"CAL_ign_comp_tps_rate","4000aa3a","Data Label","i8_angle_1/4deg[8]","Calibration: ignition compensation throttle position rate (° = val/4; 8-element array)."
"CAL_knock_sampling_window_X_rpm","4000aa42","Data Label","u8_rspeed_125/4+500rpm[16]","Calibration: X-axis (rpm) for the knock sampling window table (RPM = val*125/4+500; 16-element array)."
"CAL_knock_sampling_window_Y_load","4000aa52","Data Label","u8_load_4mg/stroke[16]","Calibration: Y-axis (load) for the knock sampling window table (mg/stroke = val*4; 16-element array)."
"CAL_knock_sampling_window","4000aa62","Data Label","uint8_t[256]","Calibration: knock sampling window (256-element array)."
"CAL_knock_buffer_size_X_engine_speed","4000ab62","Data Label","u8_rspeed_125/4+500rpm[16]","Calibration: X-axis (engine speed) for the knock buffer size table (RPM = val*125/4+500; 16-element array)."
"CAL_knock_buffer_size_Y_load","4000ab72","Data Label","u8_load_4mg/stroke[16]","Calibration: Y-axis (load) for the knock buffer size table (mg/stroke = val*4; 16-element array)."
"CAL_knock_buffer_size","4000ab82","Data Label","uint8_t[256]","Calibration: knock buffer size (256-element array)."
"CAL_cooling_fan_ac_on_X_air_temp","4000ac82","Data Label","u8_temp_5/8-40c[6]","Calibration: X-axis (air temp) for the cooling fan A/C on table (°C = val*5/8−40; 6-element array)."
"CAL_cooling_fan_ac_on_Y_carspeed","4000ac88","Data Label","uint8_t[6]","Calibration: Y-axis (carspeed) for the cooling fan A/C on table (6-element array)."
"CAL_cooling_fan_ac_on","4000ac8e","Data Label","u8_dutycycle_100/255[36]","Calibration: cooling fan A/C on (% = val*100/255; 36-element array)."
"CAL_idle_comp_vehicle_speed_ips_X_vehicle_speed","4000acb2","Data Label","u16_speed_1/100kph[8]","Calibration: X-axis (vehicle speed) for the idle compensation vehicle speed IPS table (km/h = val/100; 8-element array)."
"CAL_idle_comp_vehicle_speed_ips","4000acc2","Data Label","uint16_t[8]","Calibration: idle compensation vehicle speed IPS (8-element array)."
"CAL_inj_time_base_X_car_voltage","4000acd2","Data Label","u8_voltage_72/1023v[8]","Calibration: X-axis (car voltage) for the injector time base table (V = val*72/1023; 8-element array)."
"CAL_inj_time_base_Y_fuel_pressure","4000acda","Data Label","u8_pressure_50mbar[8]","Calibration: Y-axis (fuel pressure) for the injector time base table (mbar = val*50; 8-element array)."
"CAL_inj_time_base","4000ace2","Data Label","u8_time_20us[64]","Calibration: injector time base (µs = val*20; 64-element array)."
"CAL_sensor_ac_evap_temp_scaling_X_voltage","4000ad22","Data Label","u16_voltage_5/1023v[16]","Calibration: X-axis (voltage) for the sensor A/C evaporative temperature scaling table (V = val*5/1023; 16-element array)."
